Quantity_Sold_(kilo),Unit Selling Price (RMB/kg),Category Name,Loss Rate (%),Weekday,IsWeekend,Item Name
52.251,10.0,Capsicum,7.08,Monday,False,Paopaojiao (Jingpin)
24.399,4.0,Solanum,6.07,Monday,False,Eggplant (2)
8.546,6.0,Solanum,5.01,Monday,False,Green Eggplant (1)
11.581,19.8,Edible Mushroom,13.82,Monday,False,Xixia Mushroom (1)
12.167,10.0,Edible Mushroom,3.43,Monday,False,Needle Mushroom (1)
28.181,14.544117647058824,Cabbage,9.26,Monday,False,Broccoli
23.61,10.0,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
1.624,14.0,Edible Mushroom,8.99,Monday,False,Jigu Mushroom (1)
3.371,8.0,Capsicum,6.72,Monday,False,Green Hot Peppers
1.043,12.0,Aquatic Tuberous Vegetables,29.25,Tuesday,False,High Melon (1)
13.0,6.9,Flower/Leaf Vegetables,2.48,Tuesday,False,Wawacai
2.118,18.0,Edible Mushroom,9.89,Tuesday,False,Haixian Mushroom (1)
12.668,5.0,Flower/Leaf Vegetables,8.42,Tuesday,False,Hongshujian
0.514,8.0,Capsicum,16.33,Tuesday,False,Bell Pepper (1)
2.418,12.0,Capsicum,5.86,Tuesday,False,Millet Pepper
10.97,10.0,Edible Mushroom,5.05,Tuesday,False,Apricot Bao Mushroom (1)
8.644,9.0,Flower/Leaf Vegetables,20.38,Tuesday,False,Kuaicai
1.727,19.571428571428573,Flower/Leaf Vegetables,26.16,Tuesday,False,Foreign Garland Chrysanthemum 
2.234,16.0,Capsicum,8.93,Tuesday,False,The Red Bell Pepper (1)
1.735,13.2,Aquatic Tuberous Vegetables,9.61,Tuesday,False,Water Chestnut (Lingjiao)
16.955,8.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Sweet Chinese Cabbage
7.913,6.0,Solanum,10.94,Tuesday,False,Dalong Eggplant
28.922,9.0,Cabbage,17.06,Tuesday,False,Qinggengsanhua
1.664,31.8,Aquatic Tuberous Vegetables,24.05,Tuesday,False,Honghu Lotus Root
0.334,18.0,Capsicum,15.98,Tuesday,False,7 Colour Pepper (1)
35.505,7.787878787878788,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
11.882,8.0,Capsicum,10.18,Tuesday,False,Luosi Pepper
5.165,8.0,Capsicum,7.8,Tuesday,False,Green Line Pepper
44.441,10.0,Capsicum,7.08,Tuesday,False,Paopaojiao (Jingpin)
0.765,14.0,Edible Mushroom,8.99,Tuesday,False,Jigu Mushroom (1)
1.299,19.8,Capsicum,9.99,Tuesday,False,Red Hang Pepper
9.7,6.0,Flower/Leaf Vegetables,18.52,Tuesday,False,Amaranth
18.624,10.0,Flower/Leaf Vegetables,15.25,Tuesday,False,Yunnan Shengcai
10.483,4.0,Flower/Leaf Vegetables,13.62,Tuesday,False,Zhuyecai
5.811,12.0,Flower/Leaf Vegetables,7.59,Tuesday,False,Chinese Cabbage
17.788,7.0256410256410255,Flower/Leaf Vegetables,13.7,Tuesday,False,Caixin
3.076,6.0,Flower/Leaf Vegetables,7.61,Tuesday,False,Muercai
13.072,3.6,Flower/Leaf Vegetables,22.27,Tuesday,False,Chinese Cabbage
38.566,7.657894736842105,Flower/Leaf Vegetables,14.43,Tuesday,False,Shanghaiqing
2.636,18.0,Capsicum,6.73,Tuesday,False,Red Hot Peppers
11.094,9.0,Flower/Leaf Vegetables,12.81,Tuesday,False,Yunnan Lettuces
27.357,14.0,Cabbage,9.26,Tuesday,False,Broccoli
14.982,10.0,Edible Mushroom,3.43,Tuesday,False,Needle Mushroom (1)
11.182,19.8,Edible Mushroom,13.82,Tuesday,False,Xixia Mushroom (1)
16.016,10.0,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
19.899,4.0,Solanum,6.07,Tuesday,False,Eggplant (2)
2.369,8.0,Capsicum,6.72,Tuesday,False,Green Hot Peppers
5.76,7.0,Solanum,5.01,Tuesday,False,Green Eggplant (1)
8.978,9.0,Flower/Leaf Vegetables,20.38,Wednesday,False,Kuaicai
9.0,6.9,Flower/Leaf Vegetables,2.48,Wednesday,False,Wawacai
2.253,18.0,Edible Mushroom,9.89,Wednesday,False,Haixian Mushroom (1)
13.694,5.0,Flower/Leaf Vegetables,8.42,Wednesday,False,Hongshujian
1.09,8.0,Capsicum,16.33,Wednesday,False,Bell Pepper (1)
2.442,10.0,Capsicum,5.86,Wednesday,False,Millet Pepper
11.578,10.0,Edible Mushroom,5.05,Wednesday,False,Apricot Bao Mushroom (1)
16.493,8.0,Capsicum,10.18,Wednesday,False,Luosi Pepper
0.718,12.0,Aquatic Tuberous Vegetables,29.25,Wednesday,False,High Melon (1)
3.5829999999999997,14.0,Aquatic Tuberous Vegetables,9.61,Wednesday,False,Water Chestnut (Lingjiao)
1.211,21.8,Flower/Leaf Vegetables,26.16,Wednesday,False,Foreign Garland Chrysanthemum 
15.676,8.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Sweet Chinese Cabbage
11.764,7.0,Solanum,10.94,Wednesday,False,Dalong Eggplant
23.922,9.0,Cabbage,17.06,Wednesday,False,Qinggengsanhua
2.0,4.9,Edible Mushroom,5.96,Wednesday,False,Haixian Mushroom (Bag) (1)
1.038,31.8,Aquatic Tuberous Vegetables,24.05,Wednesday,False,Honghu Lotus Root
6.18,8.0,Capsicum,7.8,Wednesday,False,Green Line Pepper
1.232,16.0,Capsicum,8.93,Wednesday,False,The Red Bell Pepper (1)
1.681,18.0,Capsicum,15.98,Wednesday,False,7 Colour Pepper (1)
16.945,8.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
1.754,19.800000000000004,Capsicum,9.99,Wednesday,False,Red Hang Pepper
27.011,10.0,Flower/Leaf Vegetables,15.25,Wednesday,False,Yunnan Shengcai
11.962,4.0,Flower/Leaf Vegetables,13.62,Wednesday,False,Zhuyecai
6.71,14.0,Flower/Leaf Vegetables,7.59,Wednesday,False,Chinese Cabbage
31.04,6.7368421052631575,Flower/Leaf Vegetables,14.43,Wednesday,False,Shanghaiqing
15.439,7.421875,Flower/Leaf Vegetables,13.7,Wednesday,False,Caixin
21.456,3.6000000000000005,Flower/Leaf Vegetables,22.27,Wednesday,False,Chinese Cabbage
26.84,9.0,Flower/Leaf Vegetables,12.81,Wednesday,False,Yunnan Lettuces
3.01,18.0,Capsicum,6.73,Wednesday,False,Red Hot Peppers
48.489,10.0,Capsicum,7.08,Wednesday,False,Paopaojiao (Jingpin)
13.66,8.0,Solanum,6.07,Wednesday,False,Eggplant (2)
10.585,5.0,Solanum,5.01,Wednesday,False,Green Eggplant (1)
10.717,19.800000000000004,Edible Mushroom,13.82,Wednesday,False,Xixia Mushroom (1)
6.396,10.0,Edible Mushroom,3.43,Wednesday,False,Needle Mushroom (1)
26.143,14.0,Cabbage,9.26,Wednesday,False,Broccoli
0.915,8.0,Flower/Leaf Vegetables,10.64,Wednesday,False,Yellow Xincai (1)
22.016,10.0,Aquatic Tuberous Vegetables,5.54,Wednesday,False,Net Lotus Root (1)
1.251,14.0,Edible Mushroom,8.99,Wednesday,False,Jigu Mushroom (1)
2.795,8.0,Capsicum,6.72,Wednesday,False,Green Hot Peppers
2.941,10.0,Capsicum,5.86,Thursday,False,Millet Pepper
11.77,4.6,Flower/Leaf Vegetables,8.42,Thursday,False,Hongshujian
0.261,18.0,Capsicum,15.98,Thursday,False,7 Colour Pepper (1)
9.0,6.822222222222223,Flower/Leaf Vegetables,2.48,Thursday,False,Wawacai
1.135,12.0,Aquatic Tuberous Vegetables,29.25,Thursday,False,High Melon (1)
9.883,10.0,Edible Mushroom,5.05,Thursday,False,Apricot Bao Mushroom (1)
1.947,18.0,Edible Mushroom,9.89,Thursday,False,Haixian Mushroom (1)
8.832,9.0,Flower/Leaf Vegetables,20.38,Thursday,False,Kuaicai
7.996,7.0,Solanum,10.94,Thursday,False,Dalong Eggplant
1.547,16.0,Capsicum,8.93,Thursday,False,The Red Bell Pepper (1)
10.124,8.0,Flower/Leaf Vegetables,9.43,Thursday,False,Sweet Chinese Cabbage
24.463,8.0,Cabbage,17.06,Thursday,False,Qinggengsanhua
1.773,31.8,Aquatic Tuberous Vegetables,24.05,Thursday,False,Honghu Lotus Root
4.16,8.0,Capsicum,7.8,Thursday,False,Green Line Pepper
14.674,8.0,Flower/Leaf Vegetables,15.61,Thursday,False,Huangbaicai (2)
33.73,10.0,Capsicum,7.08,Thursday,False,Paopaojiao (Jingpin)
14.251,8.0,Capsicum,10.18,Thursday,False,Luosi Pepper
1.452,14.0,Edible Mushroom,8.99,Thursday,False,Jigu Mushroom (1)
1.126,19.8,Capsicum,9.99,Thursday,False,Red Hang Pepper
14.345,7.0,Flower/Leaf Vegetables,14.43,Thursday,False,Shanghaiqing
16.416,10.0,Aquatic Tuberous Vegetables,5.54,Thursday,False,Net Lotus Root (1)
8.675,5.6,Flower/Leaf Vegetables,18.52,Thursday,False,Amaranth
17.69,10.0,Flower/Leaf Vegetables,15.25,Thursday,False,Yunnan Shengcai
22.219,4.0,Flower/Leaf Vegetables,13.62,Thursday,False,Zhuyecai
5.559,14.0,Flower/Leaf Vegetables,7.59,Thursday,False,Chinese Cabbage
25.285,7.333333333333333,Flower/Leaf Vegetables,13.7,Thursday,False,Caixin
2.257,6.0,Flower/Leaf Vegetables,7.61,Thursday,False,Muercai
23.087,9.0,Flower/Leaf Vegetables,12.81,Thursday,False,Yunnan Lettuces
8.939,3.6,Flower/Leaf Vegetables,22.27,Thursday,False,Chinese Cabbage
1.747,18.0,Capsicum,11.76,Thursday,False,Red Pepper (1)
13.735,8.0,Solanum,6.07,Thursday,False,Eggplant (2)
9.378,5.0,Solanum,5.01,Thursday,False,Green Eggplant (1)
10.53,19.760377358490565,Edible Mushroom,13.82,Thursday,False,Xixia Mushroom (1)
11.838,10.0,Edible Mushroom,3.43,Thursday,False,Needle Mushroom (1)
23.005,13.0,Cabbage,9.26,Thursday,False,Broccoli
5.752,8.0,Flower/Leaf Vegetables,10.64,Thursday,False,Yellow Xincai (1)
2.005,8.0,Capsicum,6.72,Thursday,False,Green Hot Peppers
11.595,10.0,Edible Mushroom,5.05,Friday,False,Apricot Bao Mushroom (1)
1.44,16.0,Capsicum,8.93,Friday,False,The Red Bell Pepper (1)
16.879,8.0,Capsicum,10.18,Friday,False,Luosi Pepper
2.392,10.0,Capsicum,5.86,Friday,False,Millet Pepper
11.0,6.845454545454545,Flower/Leaf Vegetables,2.48,Friday,False,Wawacai
38.198,4.6,Flower/Leaf Vegetables,8.42,Friday,False,Hongshujian
2.003,18.0,Edible Mushroom,9.89,Friday,False,Haixian Mushroom (1)
8.0,2.9,Aquatic Tuberous Vegetables,12.17,Friday,False,Lotus (Ea)
0.313,8.0,Capsicum,16.33,Friday,False,Bell Pepper (1)
2.0,5.9,Edible Mushroom,12.42,Friday,False,Jigu Mushroom (Bunch)
4.851,8.0,Capsicum,7.8,Friday,False,Green Line Pepper
3.971,21.8,Flower/Leaf Vegetables,26.16,Friday,False,Foreign Garland Chrysanthemum 
14.36,8.0,Flower/Leaf Vegetables,9.43,Friday,False,Sweet Chinese Cabbage
1.238,14.0,Edible Mushroom,7.63,Friday,False,Fresh Black Fungus (1)
8.11,7.0,Solanum,10.94,Friday,False,Dalong Eggplant
32.605,8.0,Cabbage,17.06,Friday,False,Qinggengsanhua
2.0,4.9,Edible Mushroom,5.96,Friday,False,Haixian Mushroom (Bag) (1)
0.403,31.8,Aquatic Tuberous Vegetables,24.05,Friday,False,Honghu Lotus Root
13.959,8.0,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
8.0,3.5,Edible Mushroom,8.85,Friday,False,Needle Mushroom (Bag) (1)
0.702,12.0,Aquatic Tuberous Vegetables,29.25,Friday,False,High Melon (1)
2.0,3.5,Edible Mushroom,7.3,Friday,False,The White Mushroom (2)
41.015,10.0,Capsicum,7.08,Friday,False,Paopaojiao (Jingpin)
0.473,18.0,Capsicum,15.98,Friday,False,7 Colour Pepper (1)
29.789,10.0,Flower/Leaf Vegetables,15.25,Friday,False,Yunnan Shengcai
10.384,4.0,Flower/Leaf Vegetables,13.62,Friday,False,Zhuyecai
8.341000000000001,14.0,Flower/Leaf Vegetables,7.59,Friday,False,Chinese Cabbage
13.882,7.0,Flower/Leaf Vegetables,14.43,Friday,False,Shanghaiqing
17.145,7.230769230769231,Flower/Leaf Vegetables,13.7,Friday,False,Caixin
2.893,6.0,Flower/Leaf Vegetables,7.61,Friday,False,Muercai
20.98,3.6,Flower/Leaf Vegetables,22.27,Friday,False,Chinese Cabbage
22.522,9.0,Flower/Leaf Vegetables,12.81,Friday,False,Yunnan Lettuces
3.2329999999999997,8.0,Capsicum,6.72,Friday,False,Green Hot Peppers
5.121,5.0,Flower/Leaf Vegetables,18.52,Friday,False,Amaranth
23.571,8.0,Solanum,6.07,Friday,False,Eggplant (2)
6.1450000000000005,5.0,Solanum,5.01,Friday,False,Green Eggplant (1)
10.48,19.8,Edible Mushroom,13.82,Friday,False,Xixia Mushroom (1)
13.069,10.0,Edible Mushroom,3.43,Friday,False,Needle Mushroom (1)
25.977,13.0,Cabbage,9.26,Friday,False,Broccoli
5.213,8.0,Flower/Leaf Vegetables,10.64,Friday,False,Yellow Xincai (1)
20.886,10.0,Aquatic Tuberous Vegetables,5.54,Friday,False,Net Lotus Root (1)
1.41,14.0,Edible Mushroom,8.99,Friday,False,Jigu Mushroom (1)
4.412,18.0,Capsicum,11.76,Friday,False,Red Pepper (1)
1.481,19.8,Capsicum,9.99,Friday,False,Red Hang Pepper
0.832,16.0,Capsicum,8.93,Saturday,True,The Red Bell Pepper (1)
11.655,8.0,Capsicum,10.18,Saturday,True,Luosi Pepper
10.046,10.0,Edible Mushroom,5.05,Saturday,True,Apricot Bao Mushroom (1)
12.293,4.6,Flower/Leaf Vegetables,8.42,Saturday,True,Hongshujian
1.717,8.0,Capsicum,16.33,Saturday,True,Bell Pepper (1)
2.0,5.9,Edible Mushroom,12.42,Saturday,True,Jigu Mushroom (Bunch)
1.5670000000000002,18.0,Edible Mushroom,9.89,Saturday,True,Haixian Mushroom (1)
4.173,10.0,Capsicum,5.86,Saturday,True,Millet Pepper
5.0,3.5,Edible Mushroom,8.85,Saturday,True,Needle Mushroom (Bag) (1)
70.22,8.0,Cabbage,17.06,Saturday,True,Qinggengsanhua
18.409,8.0,Flower/Leaf Vegetables,9.43,Saturday,True,Sweet Chinese Cabbage
0.372,14.0,Edible Mushroom,7.63,Saturday,True,Fresh Black Fungus (1)
9.545,7.0,Solanum,10.94,Saturday,True,Dalong Eggplant
3.0,4.9,Edible Mushroom,5.96,Saturday,True,Haixian Mushroom (Bag) (1)
5.353,8.0,Capsicum,7.8,Saturday,True,Green Line Pepper
42.068,7.0,Flower/Leaf Vegetables,15.61,Saturday,True,Huangbaicai (2)
5.0,3.5,Edible Mushroom,7.3,Saturday,True,The White Mushroom (2)
11.0,6.9,Flower/Leaf Vegetables,2.48,Saturday,True,Wawacai
4.105,21.8,Flower/Leaf Vegetables,26.16,Saturday,True,Foreign Garland Chrysanthemum 
1.403,12.0,Aquatic Tuberous Vegetables,29.25,Saturday,True,High Melon (1)
1.849,31.8,Aquatic Tuberous Vegetables,24.05,Saturday,True,Honghu Lotus Root
60.187,10.0,Capsicum,7.08,Saturday,True,Paopaojiao (Jingpin)
42.174,10.0,Flower/Leaf Vegetables,15.25,Saturday,True,Yunnan Shengcai
9.13,3.6000000000000005,Flower/Leaf Vegetables,13.62,Saturday,True,Zhuyecai
8.964,14.0,Flower/Leaf Vegetables,7.59,Saturday,True,Chinese Cabbage
11.651,7.0,Flower/Leaf Vegetables,14.43,Saturday,True,Shanghaiqing
16.804000000000002,8.0,Flower/Leaf Vegetables,13.7,Saturday,True,Caixin
17.962,3.6,Flower/Leaf Vegetables,22.27,Saturday,True,Chinese Cabbage
34.728,9.0,Flower/Leaf Vegetables,12.81,Saturday,True,Yunnan Lettuces
4.061,8.0,Capsicum,6.72,Saturday,True,Green Hot Peppers
3.352,18.0,Capsicum,11.76,Saturday,True,Red Pepper (1)
10.02,5.0,Flower/Leaf Vegetables,18.52,Saturday,True,Amaranth
8.932,6.0,Solanum,5.01,Saturday,True,Green Eggplant (1)
24.802,8.0,Solanum,6.07,Saturday,True,Eggplant (2)
2.154,19.8,Capsicum,9.99,Saturday,True,Red Hang Pepper
2.339,14.0,Edible Mushroom,8.99,Saturday,True,Jigu Mushroom (1)
22.39,8.8,Aquatic Tuberous Vegetables,5.54,Saturday,True,Net Lotus Root (1)
0.801,18.0,Capsicum,15.98,Saturday,True,7 Colour Pepper (1)
9.16,13.0,Cabbage,9.26,Saturday,True,Broccoli
14.029,10.0,Edible Mushroom,3.43,Saturday,True,Needle Mushroom (1)
14.662,19.8,Edible Mushroom,13.82,Saturday,True,Xixia Mushroom (1)
5.827999999999999,8.0,Flower/Leaf Vegetables,10.64,Saturday,True,Yellow Xincai (1)
1.51,14.0,Aquatic Tuberous Vegetables,29.25,Sunday,True,High Melon (1)
13.0,6.9,Flower/Leaf Vegetables,2.48,Sunday,True,Wawacai
2.203,18.0,Edible Mushroom,9.89,Sunday,True,Haixian Mushroom (1)
14.193,4.6,Flower/Leaf Vegetables,8.42,Sunday,True,Hongshujian
3.742,10.0,Capsicum,5.86,Sunday,True,Millet Pepper
12.184,10.0,Edible Mushroom,5.05,Sunday,True,Apricot Bao Mushroom (1)
17.973,8.0,Capsicum,10.18,Sunday,True,Luosi Pepper
0.169,16.0,Capsicum,8.93,Sunday,True,The Red Bell Pepper (1)
17.045,8.0,Flower/Leaf Vegetables,9.43,Sunday,True,Sweet Chinese Cabbage
1.202,14.0,Edible Mushroom,7.63,Sunday,True,Fresh Black Fungus (1)
22.868,7.0,Solanum,10.94,Sunday,True,Dalong Eggplant
3.0,4.9,Edible Mushroom,5.96,Sunday,True,Haixian Mushroom (Bag) (1)
0.937,31.8,Aquatic Tuberous Vegetables,24.05,Sunday,True,Honghu Lotus Root
7.144,8.0,Capsicum,7.8,Sunday,True,Green Line Pepper
45.549,7.0,Flower/Leaf Vegetables,15.61,Sunday,True,Huangbaicai (2)
4.0,3.5,Edible Mushroom,7.3,Sunday,True,The White Mushroom (2)
0.551,18.0,Capsicum,15.98,Sunday,True,7 Colour Pepper (1)
2.0,5.9,Edible Mushroom,12.42,Sunday,True,Jigu Mushroom (Bunch)
28.16,8.0,Cabbage,17.06,Sunday,True,Qinggengsanhua
1.728,19.8,Capsicum,9.99,Sunday,True,Red Hang Pepper
0.98,14.0,Edible Mushroom,8.99,Sunday,True,Jigu Mushroom (1)
56.89,10.0,Capsicum,7.08,Sunday,True,Paopaojiao (Jingpin)
6.106,5.0,Flower/Leaf Vegetables,18.52,Sunday,True,Amaranth
14.431,10.0,Flower/Leaf Vegetables,15.25,Sunday,True,Yunnan Shengcai
9.329,3.6,Flower/Leaf Vegetables,13.62,Sunday,True,Zhuyecai
7.933,14.0,Flower/Leaf Vegetables,7.59,Sunday,True,Chinese Cabbage
12.458,8.0,Flower/Leaf Vegetables,13.7,Sunday,True,Caixin
16.357,4.0,Flower/Leaf Vegetables,22.27,Sunday,True,Chinese Cabbage
50.786,9.0,Flower/Leaf Vegetables,12.81,Sunday,True,Yunnan Lettuces
24.443,8.0,Flower/Leaf Vegetables,14.43,Sunday,True,Shanghaiqing
3.227,18.0,Capsicum,11.76,Sunday,True,Red Pepper (1)
3.861,8.0,Capsicum,6.72,Sunday,True,Green Hot Peppers
9.85,8.0,Flower/Leaf Vegetables,10.64,Sunday,True,Yellow Xincai (1)
32.071,12.787951807228916,Cabbage,9.26,Sunday,True,Broccoli
13.418,10.0,Edible Mushroom,3.43,Sunday,True,Needle Mushroom (1)
22.007,8.8,Aquatic Tuberous Vegetables,5.54,Sunday,True,Net Lotus Root (1)
11.122,6.0,Solanum,5.01,Sunday,True,Green Eggplant (1)
14.376,8.0,Solanum,6.07,Sunday,True,Eggplant (2)
16.105999999999998,19.8,Edible Mushroom,13.82,Sunday,True,Xixia Mushroom (1)
0.8160000000000001,14.0,Capsicum,8.93,Monday,False,The Red Bell Pepper (1)
5.0,6.9,Flower/Leaf Vegetables,2.48,Monday,False,Wawacai
3.817,18.0,Edible Mushroom,9.89,Monday,False,Haixian Mushroom (1)
51.062,4.374358974358974,Flower/Leaf Vegetables,8.42,Monday,False,Hongshujian
3.803,10.0,Capsicum,5.86,Monday,False,Millet Pepper
10.784,10.0,Edible Mushroom,5.05,Monday,False,Apricot Bao Mushroom (1)
13.371,8.0,Capsicum,10.18,Monday,False,Luosi Pepper
2.0,5.9,Edible Mushroom,12.42,Monday,False,Jigu Mushroom (Bunch)
1.516,14.0,Aquatic Tuberous Vegetables,29.25,Monday,False,High Melon (1)
0.709,14.0,Edible Mushroom,7.63,Monday,False,Fresh Black Fungus (1)
8.284,7.0,Solanum,10.94,Monday,False,Dalong Eggplant
27.518,8.0,Cabbage,17.06,Monday,False,Qinggengsanhua
2.0,4.9,Edible Mushroom,5.96,Monday,False,Haixian Mushroom (Bag) (1)
1.073,31.8,Aquatic Tuberous Vegetables,24.05,Monday,False,Honghu Lotus Root
5.382,6.0,Capsicum,7.8,Monday,False,Green Line Pepper
12.452,7.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
6.0,3.5,Edible Mushroom,7.3,Monday,False,The White Mushroom (2)
14.99,8.0,Flower/Leaf Vegetables,9.43,Monday,False,Sweet Chinese Cabbage
0.275,16.0,Capsicum,15.98,Monday,False,7 Colour Pepper (1)
1.219,19.8,Capsicum,9.99,Monday,False,Red Hang Pepper
40.577,10.0,Capsicum,7.08,Monday,False,Paopaojiao (Jingpin)
9.419,5.0,Flower/Leaf Vegetables,18.52,Monday,False,Amaranth
47.839,8.0,Flower/Leaf Vegetables,15.25,Monday,False,Yunnan Shengcai
9.75,3.6,Flower/Leaf Vegetables,13.62,Monday,False,Zhuyecai
7.582,14.0,Flower/Leaf Vegetables,7.59,Monday,False,Chinese Cabbage
11.204,8.0,Flower/Leaf Vegetables,14.43,Monday,False,Shanghaiqing
17.592,4.0,Flower/Leaf Vegetables,22.27,Monday,False,Chinese Cabbage
13.454,9.0,Flower/Leaf Vegetables,12.81,Monday,False,Yunnan Lettuces
3.572,8.0,Capsicum,6.72,Monday,False,Green Hot Peppers
11.655,8.0,Flower/Leaf Vegetables,13.7,Monday,False,Caixin
20.339,8.0,Solanum,6.07,Monday,False,Eggplant (2)
3.938,10.0,Capsicum,11.76,Monday,False,Red Pepper (1)
13.327,8.8,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
3.634,8.0,Flower/Leaf Vegetables,10.64,Monday,False,Yellow Xincai (1)
24.231,13.0,Cabbage,9.26,Monday,False,Broccoli
1.273,14.0,Edible Mushroom,8.99,Monday,False,Jigu Mushroom (1)
8.489,19.8,Edible Mushroom,13.82,Monday,False,Xixia Mushroom (1)
6.391,6.0,Solanum,5.01,Monday,False,Green Eggplant (1)
12.346,10.0,Edible Mushroom,3.43,Monday,False,Needle Mushroom (1)
2.0,5.9,Edible Mushroom,12.42,Tuesday,False,Jigu Mushroom (Bunch)
15.0,6.9,Flower/Leaf Vegetables,2.48,Tuesday,False,Wawacai
15.756,4.0,Flower/Leaf Vegetables,8.42,Tuesday,False,Hongshujian
0.4509999999999999,8.0,Capsicum,16.33,Tuesday,False,Bell Pepper (1)
4.654,10.0,Capsicum,5.86,Tuesday,False,Millet Pepper
11.247,10.0,Edible Mushroom,5.05,Tuesday,False,Apricot Bao Mushroom (1)
17.148,8.0,Capsicum,10.18,Tuesday,False,Luosi Pepper
0.601,14.0,Capsicum,8.93,Tuesday,False,The Red Bell Pepper (1)
9.65,8.0,Flower/Leaf Vegetables,9.43,Tuesday,False,Sweet Chinese Cabbage
38.56,10.0,Capsicum,7.08,Tuesday,False,Paopaojiao (Jingpin)
9.402,7.0,Solanum,10.94,Tuesday,False,Dalong Eggplant
29.855,8.0,Cabbage,17.06,Tuesday,False,Qinggengsanhua
5.0,4.9,Edible Mushroom,5.96,Tuesday,False,Haixian Mushroom (Bag) (1)
0.597,31.8,Aquatic Tuberous Vegetables,24.05,Tuesday,False,Honghu Lotus Root
4.939,8.0,Capsicum,7.8,Tuesday,False,Green Line Pepper
43.469,7.0,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
2.0,3.5,Edible Mushroom,7.3,Tuesday,False,The White Mushroom (2)
0.901,12.0,Aquatic Tuberous Vegetables,29.25,Tuesday,False,High Melon (1)
0.673,14.0,Edible Mushroom,7.63,Tuesday,False,Fresh Black Fungus (1)
0.1,16.0,Capsicum,15.98,Tuesday,False,7 Colour Pepper (1)
26.065,12.0,Cabbage,9.26,Tuesday,False,Broccoli
1.525,19.8,Capsicum,9.99,Tuesday,False,Red Hang Pepper
5.442,5.0,Flower/Leaf Vegetables,18.52,Tuesday,False,Amaranth
34.041,8.0,Flower/Leaf Vegetables,15.25,Tuesday,False,Yunnan Shengcai
11.228,3.6,Flower/Leaf Vegetables,13.62,Tuesday,False,Zhuyecai
6.981,14.0,Flower/Leaf Vegetables,7.59,Tuesday,False,Chinese Cabbage
13.849,8.0,Flower/Leaf Vegetables,14.43,Tuesday,False,Shanghaiqing
13.069,4.0,Flower/Leaf Vegetables,22.27,Tuesday,False,Chinese Cabbage
29.157,8.0,Flower/Leaf Vegetables,12.81,Tuesday,False,Yunnan Lettuces
4.233,6.0,Capsicum,6.72,Tuesday,False,Green Hot Peppers
23.136,8.0,Flower/Leaf Vegetables,13.7,Tuesday,False,Caixin
15.303,9.0,Solanum,6.07,Tuesday,False,Eggplant (2)
4.7090000000000005,10.0,Capsicum,11.76,Tuesday,False,Red Pepper (1)
20.255,8.8,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
4.335,8.0,Flower/Leaf Vegetables,10.64,Tuesday,False,Yellow Xincai (1)
1.839,14.0,Edible Mushroom,8.99,Tuesday,False,Jigu Mushroom (1)
10.522,19.8,Edible Mushroom,13.82,Tuesday,False,Xixia Mushroom (1)
9.314,6.0,Solanum,5.01,Tuesday,False,Green Eggplant (1)
12.435,10.0,Edible Mushroom,3.43,Tuesday,False,Needle Mushroom (1)
19.024,8.0,Flower/Leaf Vegetables,9.43,Wednesday,False,Sweet Chinese Cabbage
1.3010000000000002,18.0,Edible Mushroom,9.89,Wednesday,False,Haixian Mushroom (1)
12.616,4.0,Flower/Leaf Vegetables,8.42,Wednesday,False,Hongshujian
0.376,8.0,Capsicum,16.33,Wednesday,False,Bell Pepper (1)
3.061,8.0,Capsicum,5.86,Wednesday,False,Millet Pepper
11.94,10.0,Edible Mushroom,5.05,Wednesday,False,Apricot Bao Mushroom (1)
13.295,8.0,Capsicum,10.18,Wednesday,False,Luosi Pepper
2.0,5.9,Edible Mushroom,12.42,Wednesday,False,Jigu Mushroom (Bunch)
0.894,14.0,Edible Mushroom,7.63,Wednesday,False,Fresh Black Fungus (1)
0.852,12.0,Aquatic Tuberous Vegetables,29.25,Wednesday,False,High Melon (1)
24.652,8.0,Cabbage,17.06,Wednesday,False,Qinggengsanhua
2.0,4.9,Edible Mushroom,5.96,Wednesday,False,Haixian Mushroom (Bag) (1)
2.0,7.9,Edible Mushroom,6.57,Wednesday,False,The White Mushroom (Bag)
1.198,31.8,Aquatic Tuberous Vegetables,24.05,Wednesday,False,Honghu Lotus Root
4.925,8.0,Capsicum,7.8,Wednesday,False,Green Line Pepper
44.973,7.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
2.0,3.5,Edible Mushroom,7.3,Wednesday,False,The White Mushroom (2)
10.0,6.9,Flower/Leaf Vegetables,2.48,Wednesday,False,Wawacai
