Unit Selling Price (RMB/kg),Category Name,Loss Rate (%),Weekday,IsWeekend,Item Name
7.8,Edible Mushroom,9.43,Thursday,False,Haixian Mushroom (Bag)
2.08,Edible Mushroom,9.43,Thursday,False,Fresh Edible Fungus (Bag)
5.6,Flower/Leaf Vegetables,6.73,Thursday,False,The Local Yellow Youcai
6.8374999999999995,Flower/Leaf Vegetables,9.43,Friday,False,Huangxincai (2)
3.3666666666666667,Capsicum,9.43,Friday,False,Ginger And Xiaomijiao Mix (Small Bag)
23.6,Edible Mushroom,9.43,Friday,False,Xixia Xianggu Mushroom (2)
5.8,Capsicum,9.43,Friday,False,Red Hot Peppers (Bag)
25.8,Capsicum,9.43,Friday,False,7 Colour Pepper (2)
5.773684210526316,Capsicum,9.43,Friday,False,Luosi Pepper (Bag)
13.209523809523809,Edible Mushroom,9.43,Friday,False,Needle Mushroom (2)
15.06,Capsicum,9.43,Friday,False,Red Bell Pepper (2)
12.6,Edible Mushroom,9.43,Friday,False,Apricot Bao Mushroom (2)
3.6333333333333337,Capsicum,9.43,Friday,False,Green And Red Hang Pepper Mix (Bag)
2.7,Flower/Leaf Vegetables,9.43,Friday,False,Xiaoqingcai (Bag)
2.6913043478260867,Flower/Leaf Vegetables,9.43,Friday,False,Cabbage Stem (Bag)
11.8,Aquatic Tuberous Vegetables,9.43,Friday,False,Honghu Lotus (Lotus Root)
19.8,Capsicum,9.43,Friday,False,Red Pepper (2)
7.1,Flower/Leaf Vegetables,9.43,Friday,False,Foreign Garland Chrysanthemum  (Bag)
7.6,Aquatic Tuberous Vegetables,9.43,Friday,False,Net Lotus Root (3)
5.368421052631579,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
4.9,Capsicum,9.43,Friday,False,Red Hang Pepper (Bag)
8.197959183673468,Cabbage,9.43,Friday,False,Zhijiang Qinggengsanhua
4.3130434782608695,Edible Mushroom,0.45,Friday,False,Needle Mushroom (Box)
3.807692307692307,Capsicum,9.43,Friday,False,Xiaozhoupi (Bag)
3.3666666666666667,Capsicum,9.43,Friday,False,Green Hot Peppers (Bag)
3.011111111111111,Edible Mushroom,9.43,Friday,False,Jigu (Bag)
27.600000000000005,Edible Mushroom,10.8,Friday,False,Xixia Black Mushroom (1)
4.0,Flower/Leaf Vegetables,13.62,Friday,False,Zhuyecai
8.0,Flower/Leaf Vegetables,6.27,Friday,False,Garden Chrysanthemum
16.288888888888888,Flower/Leaf Vegetables,0.47,Friday,False,Caidian Quinoa Artemisia
5.2,Flower/Leaf Vegetables,7.61,Friday,False,Muercai
4.0,Flower/Leaf Vegetables,8.42,Friday,False,Hongshujian
7.430434782608694,Flower/Leaf Vegetables,9.43,Friday,False,Sweet Chinese Cabbage
16.0,Capsicum,5.7,Friday,False,Wuhu Green Pepper (1)
12.0,Cabbage,9.26,Friday,False,Broccoli
5.6,Flower/Leaf Vegetables,6.73,Friday,False,The Local Yellow Youcai
9.904166666666669,Aquatic Tuberous Vegetables,11.81,Friday,False,Honghu Lotus Root Powder (Fenou)
1.822222222222222,Edible Mushroom,9.43,Friday,False,Fresh Edible Fungus (Bag)
5.535714285714286,Edible Mushroom,9.43,Friday,False,Haixian Mushroom (Bag)
2.0461538461538464,Flower/Leaf Vegetables,9.43,Friday,False,Shanghai Green (Bag)
3.309090909090909,Capsicum,9.43,Friday,False,Millet Pepper (Bag)
5.75,Flower/Leaf Vegetables,9.43,Friday,False,Spinach (Bag)
3.2674418604651163,Flower/Leaf Vegetables,9.43,Friday,False,Yunnan Leaf Lettuce (Bag)
5.2368421052631575,Flower/Leaf Vegetables,9.43,Friday,False,Yunnan Lettuce (Bag)
2.42,Flower/Leaf Vegetables,9.43,Friday,False,Caixin (Bag)
3.9,Capsicum,9.43,Saturday,True,Ginger And Xiaomijiao Mix (Small Bag)
4.254545454545454,Capsicum,9.43,Saturday,True,Xiaozhoupi (Bag)
4.9,Capsicum,9.43,Saturday,True,Red Hang Pepper (Bag)
5.34,Capsicum,9.43,Saturday,True,Red Hot Peppers (Bag)
5.823809523809524,Capsicum,9.43,Saturday,True,Luosi Pepper (Bag)
22.82857142857143,Capsicum,9.43,Saturday,True,7 Colour Pepper (2)
19.8,Capsicum,9.43,Saturday,True,Red Bell Pepper (2)
21.094117647058823,Edible Mushroom,9.43,Saturday,True,Xixia Xianggu Mushroom (2)
7.200000000000001,Flower/Leaf Vegetables,9.43,Saturday,True,Huangxincai (2)
3.4428571428571426,Edible Mushroom,9.43,Saturday,True,Jigu (Bag)
8.781720430107526,Cabbage,9.43,Saturday,True,Zhijiang Qinggengsanhua
2.835135135135135,Flower/Leaf Vegetables,9.43,Saturday,True,Xiaoqingcai (Bag)
2.5727272727272723,Flower/Leaf Vegetables,9.43,Saturday,True,Cabbage Stem (Bag)
3.9,Capsicum,9.43,Saturday,True,Green And Red Hang Pepper Mix (Bag)
19.8,Capsicum,9.43,Saturday,True,Red Pepper (2)
5.66,Flower/Leaf Vegetables,9.43,Saturday,True,Foreign Garland Chrysanthemum  (Bag)
6.9799999999999995,Aquatic Tuberous Vegetables,9.43,Saturday,True,Net Lotus Root (3)
5.152941176470588,Flower/Leaf Vegetables,15.61,Saturday,True,Huangbaicai (2)
4.9,Edible Mushroom,0.45,Saturday,True,Needle Mushroom (Box)
14.1,Edible Mushroom,9.43,Saturday,True,Apricot Bao Mushroom (2)
3.3666666666666663,Capsicum,9.43,Saturday,True,Green Hot Peppers (Bag)
5.2,Flower/Leaf Vegetables,7.61,Saturday,True,Muercai
2.5,Edible Mushroom,9.43,Saturday,True,Fresh Edible Fungus (Bag)
3.5,Capsicum,9.43,Saturday,True,Millet Pepper (Bag)
4.0,Flower/Leaf Vegetables,13.62,Saturday,True,Zhuyecai
19.8,Flower/Leaf Vegetables,7.59,Saturday,True,Chinese Cabbage
8.0,Flower/Leaf Vegetables,6.27,Saturday,True,Garden Chrysanthemum
18.044444444444444,Flower/Leaf Vegetables,0.47,Saturday,True,Caidian Quinoa Artemisia
12.0,Cabbage,9.26,Saturday,True,Broccoli
4.0,Flower/Leaf Vegetables,8.42,Saturday,True,Hongshujian
7.614285714285714,Flower/Leaf Vegetables,9.43,Saturday,True,Sweet Chinese Cabbage
18.0,Capsicum,5.7,Saturday,True,Wuhu Green Pepper (1)
21.286956521739132,Edible Mushroom,13.82,Saturday,True,Xixia Mushroom (1)
5.599999999999999,Flower/Leaf Vegetables,6.73,Saturday,True,The Local Yellow Youcai
10.595238095238097,Aquatic Tuberous Vegetables,11.81,Saturday,True,Honghu Lotus Root Powder (Fenou)
4.677777777777778,Flower/Leaf Vegetables,9.43,Saturday,True,Yuxingcao (Bag)
2.8466666666666667,Flower/Leaf Vegetables,9.43,Saturday,True,Shanghai Green (Bag)
2.457894736842105,Flower/Leaf Vegetables,9.43,Saturday,True,Caixin (Bag)
7.455555555555555,Edible Mushroom,9.43,Saturday,True,Haixian Mushroom (Bag)
3.618421052631579,Flower/Leaf Vegetables,9.43,Saturday,True,Yunnan Leaf Lettuce (Bag)
6.253846153846154,Flower/Leaf Vegetables,9.43,Saturday,True,Yunnan Lettuce (Bag)
5.557142857142857,Flower/Leaf Vegetables,9.43,Saturday,True,Spinach (Bag)
4.9,Capsicum,9.43,Sunday,True,Red Hang Pepper (Bag)
3.0999999999999996,Capsicum,9.43,Sunday,True,Ginger And Xiaomijiao Mix (Small Bag)
4.9,Capsicum,9.43,Sunday,True,Green Line Pepper (Bag)
4.466666666666666,Capsicum,9.43,Sunday,True,Red Hot Peppers (Bag)
5.6257142857142854,Capsicum,9.43,Sunday,True,Luosi Pepper (Bag)
21.64,Capsicum,9.43,Sunday,True,7 Colour Pepper (2)
17.542857142857144,Capsicum,9.43,Sunday,True,Red Bell Pepper (2)
23.6,Edible Mushroom,9.43,Sunday,True,Xixia Xianggu Mushroom (2)
28.184,Aquatic Tuberous Vegetables,9.43,Sunday,True,High Melon (2)
6.938888888888889,Flower/Leaf Vegetables,9.43,Sunday,True,Huangxincai (2)
6.0,Flower/Leaf Vegetables,15.61,Sunday,True,Huangbaicai (2)
12.348837209302326,Edible Mushroom,9.43,Sunday,True,Apricot Bao Mushroom (2)
8.0,Cabbage,9.43,Sunday,True,Zhijiang Qinggengsanhua
2.75,Flower/Leaf Vegetables,9.43,Sunday,True,Xiaoqingcai (Bag)
2.683018867924528,Flower/Leaf Vegetables,9.43,Sunday,True,Cabbage Stem (Bag)
3.9,Capsicum,9.43,Sunday,True,Green And Red Hang Pepper Mix (Bag)
18.988235294117647,Capsicum,9.43,Sunday,True,Red Pepper (2)
8.9,Flower/Leaf Vegetables,9.43,Sunday,True,Foreign Garland Chrysanthemum  (Bag)
7.341666666666666,Aquatic Tuberous Vegetables,9.43,Sunday,True,Net Lotus Root (3)
4.7,Edible Mushroom,0.45,Sunday,True,Needle Mushroom (Box)
15.742857142857144,Edible Mushroom,9.43,Sunday,True,Needle Mushroom (2)
2.966666666666667,Edible Mushroom,9.43,Sunday,True,Jigu (Bag)
4.5,Capsicum,9.43,Sunday,True,Xiaozhoupi (Bag)
3.344444444444445,Capsicum,9.43,Sunday,True,Millet Pepper (Bag)
3.5307692307692307,Capsicum,9.43,Sunday,True,Green Hot Peppers (Bag)
23.6,Edible Mushroom,10.8,Sunday,True,Xixia Black Mushroom (1)
4.0,Flower/Leaf Vegetables,13.62,Sunday,True,Zhuyecai
19.8,Flower/Leaf Vegetables,7.59,Sunday,True,Chinese Cabbage
4.0,Flower/Leaf Vegetables,5.35,Sunday,True,Radish Leaves
6.0,Flower/Leaf Vegetables,6.27,Sunday,True,Garden Chrysanthemum
12.0,Cabbage,9.26,Sunday,True,Broccoli
4.0,Flower/Leaf Vegetables,8.42,Sunday,True,Hongshujian
9.2,Flower/Leaf Vegetables,9.43,Sunday,True,Sweet Chinese Cabbage
18.0,Capsicum,5.7,Sunday,True,Wuhu Green Pepper (1)
19.8,Flower/Leaf Vegetables,0.47,Sunday,True,Caidian Quinoa Artemisia
5.6,Flower/Leaf Vegetables,6.73,Sunday,True,The Local Yellow Youcai
5.677358490566038,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Lettuce (Bag)
3.424489795918367,Flower/Leaf Vegetables,9.43,Sunday,True,Yunnan Leaf Lettuce (Bag)
4.951612903225806,Flower/Leaf Vegetables,9.43,Sunday,True,Spinach (Bag)
2.6,Flower/Leaf Vegetables,9.43,Sunday,True,Caixin (Bag)
2.735714285714286,Flower/Leaf Vegetables,9.43,Sunday,True,Shanghai Green (Bag)
4.9,Flower/Leaf Vegetables,9.43,Sunday,True,Yuxingcao (Bag)
7.18,Edible Mushroom,9.43,Sunday,True,Haixian Mushroom (Bag)
10.800000000000002,Aquatic Tuberous Vegetables,11.81,Sunday,True,Honghu Lotus Root Powder (Fenou)
2.1666666666666665,Edible Mushroom,9.43,Sunday,True,Fresh Edible Fungus (Bag)
20.242857142857144,Edible Mushroom,9.43,Monday,False,Xixia Xianggu Mushroom (2)
19.8,Capsicum,9.43,Monday,False,Red Bell Pepper (2)
22.333333333333332,Capsicum,9.43,Monday,False,7 Colour Pepper (2)
4.85,Capsicum,9.43,Monday,False,Luosi Pepper (Bag)
4.24,Capsicum,9.43,Monday,False,Xiaozhoupi (Bag)
4.15,Capsicum,9.43,Monday,False,Red Hang Pepper (Bag)
4.9,Capsicum,9.43,Monday,False,Green Hang Pepper (Bag)
23.7,Aquatic Tuberous Vegetables,9.43,Monday,False,High Melon (2)
4.1,Capsicum,9.43,Monday,False,Red Hot Peppers (Bag)
3.9,Capsicum,9.43,Monday,False,Ginger And Xiaomijiao Mix (Small Bag)
6.0,Flower/Leaf Vegetables,15.61,Monday,False,Huangbaicai (2)
13.3,Edible Mushroom,9.43,Monday,False,Needle Mushroom (2)
9.0,Edible Mushroom,9.43,Monday,False,Apricot Bao Mushroom (2)
8.234782608695651,Cabbage,9.43,Monday,False,Zhijiang Qinggengsanhua
2.6588235294117646,Flower/Leaf Vegetables,9.43,Monday,False,Xiaoqingcai (Bag)
2.763157894736842,Flower/Leaf Vegetables,9.43,Monday,False,Cabbage Stem (Bag)
3.9,Capsicum,9.43,Monday,False,Green And Red Hang Pepper Mix (Bag)
17.833333333333332,Capsicum,9.43,Monday,False,Red Pepper (2)
5.616666666666667,Flower/Leaf Vegetables,9.43,Monday,False,Foreign Garland Chrysanthemum  (Bag)
7.6,Aquatic Tuberous Vegetables,9.43,Monday,False,Net Lotus Root (3)
4.66,Edible Mushroom,0.45,Monday,False,Needle Mushroom (Box)
6.753846153846154,Flower/Leaf Vegetables,9.43,Monday,False,Huangxincai (2)
2.6999999999999997,Edible Mushroom,9.43,Monday,False,Jigu (Bag)
1.9,Edible Mushroom,9.43,Monday,False,Fresh Edible Fungus (Bag)
3.111111111111111,Capsicum,9.43,Monday,False,Millet Pepper (Bag)
3.0999999999999996,Capsicum,9.43,Monday,False,Green Hot Peppers (Bag)
19.8,Flower/Leaf Vegetables,7.59,Monday,False,Chinese Cabbage
6.0,Flower/Leaf Vegetables,6.27,Monday,False,Garden Chrysanthemum
19.8,Flower/Leaf Vegetables,0.47,Monday,False,Caidian Quinoa Artemisia
5.2,Flower/Leaf Vegetables,7.61,Monday,False,Muercai
19.8,Edible Mushroom,13.82,Monday,False,Xixia Mushroom (1)
11.6,Cabbage,9.26,Monday,False,Broccoli
6.0,Aquatic Tuberous Vegetables,5.54,Monday,False,Net Lotus Root (1)
5.9,Flower/Leaf Vegetables,2.48,Monday,False,Wawacai
4.0,Flower/Leaf Vegetables,8.42,Monday,False,Hongshujian
23.6,Edible Mushroom,10.8,Monday,False,Xixia Black Mushroom (1)
18.0,Capsicum,5.7,Monday,False,Wuhu Green Pepper (1)
9.2,Flower/Leaf Vegetables,9.43,Monday,False,Sweet Chinese Cabbage
4.9,Flower/Leaf Vegetables,9.43,Monday,False,Yuxingcao (Bag)
2.3000000000000003,Flower/Leaf Vegetables,9.43,Monday,False,Shanghai Green (Bag)
1.9666666666666663,Flower/Leaf Vegetables,9.43,Monday,False,Caixin (Bag)
6.25,Edible Mushroom,9.43,Monday,False,Haixian Mushroom (Bag)
3.3,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Leaf Lettuce (Bag)
5.7024390243902445,Flower/Leaf Vegetables,9.43,Monday,False,Yunnan Lettuce (Bag)
5.6,Flower/Leaf Vegetables,6.73,Monday,False,The Local Yellow Youcai
10.8,Aquatic Tuberous Vegetables,11.81,Monday,False,Honghu Lotus Root Powder (Fenou)
4.6,Flower/Leaf Vegetables,9.43,Monday,False,Spinach (Bag)
2.8333333333333335,Capsicum,9.43,Tuesday,False,Ginger And Xiaomijiao Mix (Small Bag)
4.5,Capsicum,9.43,Tuesday,False,Xiaozhoupi (Bag)
3.233333333333333,Capsicum,9.43,Tuesday,False,Red Hang Pepper (Bag)
5.033333333333333,Capsicum,9.43,Tuesday,False,Red Hot Peppers (Bag)
4.1,Capsicum,9.43,Tuesday,False,Luosi Pepper (Bag)
19.8,Capsicum,9.43,Tuesday,False,Red Bell Pepper (2)
21.6,Edible Mushroom,9.43,Tuesday,False,Xixia Xianggu Mushroom (2)
17.8,Aquatic Tuberous Vegetables,9.43,Tuesday,False,High Melon (2)
5.75,Flower/Leaf Vegetables,9.43,Tuesday,False,Huangxincai (2)
3.9,Capsicum,9.43,Tuesday,False,Green And Red Hang Pepper Mix (Bag)
7.840816326530612,Cabbage,9.43,Tuesday,False,Zhijiang Qinggengsanhua
2.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Xiaoqingcai (Bag)
2.9,Flower/Leaf Vegetables,9.43,Tuesday,False,Cabbage Stem (Bag)
17.825000000000003,Capsicum,9.43,Tuesday,False,Red Pepper (2)
6.74,Flower/Leaf Vegetables,9.43,Tuesday,False,Foreign Garland Chrysanthemum  (Bag)
7.6,Aquatic Tuberous Vegetables,9.43,Tuesday,False,Net Lotus Root (3)
6.0,Flower/Leaf Vegetables,15.61,Tuesday,False,Huangbaicai (2)
4.9,Edible Mushroom,0.45,Tuesday,False,Needle Mushroom (Box)
11.4,Edible Mushroom,9.43,Tuesday,False,Needle Mushroom (2)
3.9,Edible Mushroom,9.43,Tuesday,False,Jigu (Bag)
3.5,Capsicum,9.43,Tuesday,False,Millet Pepper (Bag)
2.5,Edible Mushroom,9.43,Tuesday,False,Fresh Edible Fungus (Bag)
2.3,Capsicum,9.43,Tuesday,False,Green Hot Peppers (Bag)
4.0,Flower/Leaf Vegetables,13.62,Tuesday,False,Zhuyecai
19.8,Flower/Leaf Vegetables,7.59,Tuesday,False,Chinese Cabbage
6.0,Flower/Leaf Vegetables,6.27,Tuesday,False,Garden Chrysanthemum
19.8,Flower/Leaf Vegetables,0.47,Tuesday,False,Caidian Quinoa Artemisia
19.8,Edible Mushroom,13.82,Tuesday,False,Xixia Mushroom (1)
11.6,Cabbage,9.26,Tuesday,False,Broccoli
6.0,Aquatic Tuberous Vegetables,5.54,Tuesday,False,Net Lotus Root (1)
5.2,Flower/Leaf Vegetables,7.61,Tuesday,False,Muercai
18.0,Capsicum,5.7,Tuesday,False,Wuhu Green Pepper (1)
10.8,Aquatic Tuberous Vegetables,11.81,Tuesday,False,Honghu Lotus Root Powder (Fenou)
4.8,Flower/Leaf Vegetables,6.73,Tuesday,False,The Local Yellow Youcai
4.65,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Lettuce (Bag)
2.5636363636363635,Flower/Leaf Vegetables,9.43,Tuesday,False,Yunnan Leaf Lettuce (Bag)
1.8,Flower/Leaf Vegetables,9.43,Tuesday,False,Shanghai Green (Bag)
3.7,Flower/Leaf Vegetables,9.43,Tuesday,False,Yuxingcao (Bag)
5.9,Flower/Leaf Vegetables,2.48,Tuesday,False,Wawacai
5.733333333333333,Edible Mushroom,9.43,Tuesday,False,Haixian Mushroom (Bag)
2.7,Capsicum,9.43,Wednesday,False,Ginger And Xiaomijiao Mix (Small Bag)
21.147368421052633,Edible Mushroom,9.43,Wednesday,False,Xixia Xianggu Mushroom (2)
19.8,Capsicum,9.43,Wednesday,False,Red Bell Pepper (2)
4.15,Capsicum,9.43,Wednesday,False,Red Hang Pepper (Bag)
5.9,Capsicum,9.43,Wednesday,False,Luosi Pepper (Bag)
5.8,Capsicum,9.43,Wednesday,False,Red Hot Peppers (Bag)
7.2,Flower/Leaf Vegetables,9.43,Wednesday,False,Huangxincai (2)
24.22,Capsicum,9.43,Wednesday,False,7 Colour Pepper (2)
16.581818181818182,Edible Mushroom,9.43,Wednesday,False,Needle Mushroom (2)
3.9,Edible Mushroom,0.45,Wednesday,False,Needle Mushroom (Box)
8.804761904761904,Cabbage,9.43,Wednesday,False,Zhijiang Qinggengsanhua
2.5454545454545454,Flower/Leaf Vegetables,9.43,Wednesday,False,Xiaoqingcai (Bag)
2.3,Flower/Leaf Vegetables,9.43,Wednesday,False,Cabbage Stem (Bag)
3.15,Capsicum,9.43,Wednesday,False,Green And Red Hang Pepper Mix (Bag)
19.8,Capsicum,9.43,Wednesday,False,Red Pepper (2)
3.6,Flower/Leaf Vegetables,9.43,Wednesday,False,Foreign Garland Chrysanthemum  (Bag)
6.9111111111111105,Aquatic Tuberous Vegetables,9.43,Wednesday,False,Net Lotus Root (3)
6.0,Flower/Leaf Vegetables,15.61,Wednesday,False,Huangbaicai (2)
4.5,Capsicum,9.43,Wednesday,False,Xiaozhoupi (Bag)
11.571428571428571,Edible Mushroom,9.43,Wednesday,False,Apricot Bao Mushroom (2)
3.26,Edible Mushroom,9.43,Wednesday,False,Jigu (Bag)
19.8,Flower/Leaf Vegetables,7.59,Wednesday,False,Chinese Cabbage
3.5,Capsicum,9.43,Wednesday,False,Millet Pepper (Bag)
4.8,Flower/Leaf Vegetables,0.18,Wednesday,False,Local Xiaomao Cabbage
4.0,Flower/Leaf Vegetables,13.62,Wednesday,False,Zhuyecai
3.9,Capsicum,9.43,Wednesday,False,Green Hot Peppers (Bag)
5.0,Flower/Leaf Vegetables,6.27,Wednesday,False,Garden Chrysanthemum
19.8,Edible Mushroom,13.82,Wednesday,False,Xixia Mushroom (1)
6.0,Aquatic Tuberous Vegetables,5.54,Wednesday,False,Net Lotus Root (1)
4.0,Flower/Leaf Vegetables,8.42,Wednesday,False,Hongshujian
9.2,Flower/Leaf Vegetables,9.43,Wednesday,False,Sweet Chinese Cabbage
16.0,Capsicum,5.7,Wednesday,False,Wuhu Green Pepper (1)
11.6,Cabbage,9.26,Wednesday,False,Broccoli
4.8,Flower/Leaf Vegetables,6.73,Wednesday,False,The Local Yellow Youcai
5.110526315789474,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Lettuce (Bag)
2.9588235294117644,Flower/Leaf Vegetables,9.43,Wednesday,False,Yunnan Leaf Lettuce (Bag)
2.42,Flower/Leaf Vegetables,9.43,Wednesday,False,Caixin (Bag)
2.6999999999999997,Flower/Leaf Vegetables,9.43,Wednesday,False,Shanghai Green (Bag)
4.9,Flower/Leaf Vegetables,9.43,Wednesday,False,Yuxingcao (Bag)
7.283333333333334,Edible Mushroom,9.43,Wednesday,False,Haixian Mushroom (Bag)
2.0,Edible Mushroom,9.43,Wednesday,False,Fresh Edible Fungus (Bag)
10.8,Aquatic Tuberous Vegetables,11.81,Wednesday,False,Honghu Lotus Root Powder (Fenou)
3.1,Capsicum,9.43,Thursday,False,Ginger And Xiaomijiao Mix (Small Bag)
22.930434782608696,Aquatic Tuberous Vegetables,9.43,Thursday,False,High Melon (2)
21.6,Edible Mushroom,9.43,Thursday,False,Xixia Xianggu Mushroom (2)
19.8,Capsicum,9.43,Thursday,False,Red Bell Pepper (2)
4.9,Capsicum,9.43,Thursday,False,Green Line Pepper (Bag)
5.900000000000001,Capsicum,9.43,Thursday,False,Luosi Pepper (Bag)
5.8,Capsicum,9.43,Thursday,False,Red Hot Peppers (Bag)
7.2,Flower/Leaf Vegetables,9.43,Thursday,False,Huangxincai (2)
25.8,Capsicum,9.43,Thursday,False,7 Colour Pepper (2)
18.366666666666667,Edible Mushroom,9.43,Thursday,False,Needle Mushroom (2)
6.0,Flower/Leaf Vegetables,15.61,Thursday,False,Huangbaicai (2)
7.869230769230769,Cabbage,9.43,Thursday,False,Zhijiang Qinggengsanhua
2.5,Flower/Leaf Vegetables,9.43,Thursday,False,Xiaoqingcai (Bag)
2.357142857142857,Flower/Leaf Vegetables,9.43,Thursday,False,Cabbage Stem (Bag)
2.1,Capsicum,9.43,Thursday,False,Red Pepper (Bag)
3.411764705882353,Capsicum,9.43,Thursday,False,Green And Red Hang Pepper Mix (Bag)
19.8,Capsicum,9.43,Thursday,False,Red Pepper (2)
7.433333333333334,Flower/Leaf Vegetables,9.43,Thursday,False,Foreign Garland Chrysanthemum  (Bag)
6.714285714285714,Aquatic Tuberous Vegetables,9.43,Thursday,False,Net Lotus Root (3)
4.4,Capsicum,9.43,Thursday,False,Red Hang Pepper (Bag)
3.3666666666666667,Edible Mushroom,0.45,Thursday,False,Needle Mushroom (Box)
11.142857142857142,Edible Mushroom,9.43,Thursday,False,Apricot Bao Mushroom (2)
2.9875000000000003,Capsicum,9.43,Thursday,False,Xiaozhoupi (Bag)
2.5666666666666664,Edible Mushroom,9.43,Thursday,False,Jigu (Bag)
3.9,Capsicum,9.43,Thursday,False,Green Hot Peppers (Bag)
4.8,Flower/Leaf Vegetables,0.18,Thursday,False,Local Xiaomao Cabbage
19.8,Flower/Leaf Vegetables,7.59,Thursday,False,Chinese Cabbage
5.0,Flower/Leaf Vegetables,6.27,Thursday,False,Garden Chrysanthemum
5.2,Flower/Leaf Vegetables,7.61,Thursday,False,Muercai
19.8,Edible Mushroom,13.82,Thursday,False,Xixia Mushroom (1)
11.6,Cabbage,9.26,Thursday,False,Broccoli
6.0,Aquatic Tuberous Vegetables,5.54,Thursday,False,Net Lotus Root (1)
12.0,Flower/Leaf Vegetables,18.51,Thursday,False,Spinach
4.0,Flower/Leaf Vegetables,8.42,Thursday,False,Hongshujian
9.2,Flower/Leaf Vegetables,9.43,Thursday,False,Sweet Chinese Cabbage
4.0,Flower/Leaf Vegetables,13.62,Thursday,False,Zhuyecai
10.8,Aquatic Tuberous Vegetables,11.81,Thursday,False,Honghu Lotus Root Powder (Fenou)
4.8,Flower/Leaf Vegetables,6.73,Thursday,False,The Local Yellow Youcai
4.5825000000000005,Flower/Leaf Vegetables,9.43,Thursday,False,Yunnan Lettuce (Bag)
3.111111111111111,Flower/Leaf Vegetables,9.43,Thursday,False,Yunnan Leaf Lettuce (Bag)
2.6875,Flower/Leaf Vegetables,9.43,Thursday,False,Caixin (Bag)
2.335294117647059,Flower/Leaf Vegetables,9.43,Thursday,False,Shanghai Green (Bag)
4.233333333333333,Flower/Leaf Vegetables,9.43,Thursday,False,Yuxingcao (Bag)
4.7,Edible Mushroom,9.43,Thursday,False,Haixian Mushroom (Bag)
2.1666666666666665,Edible Mushroom,9.43,Thursday,False,Fresh Edible Fungus (Bag)
3.3833333333333333,Capsicum,9.43,Thursday,False,Millet Pepper (Bag)
16.0,Capsicum,5.7,Thursday,False,Wuhu Green Pepper (1)
21.6,Edible Mushroom,9.43,Friday,False,Xixia Xianggu Mushroom (2)
19.8,Capsicum,9.43,Friday,False,Red Bell Pepper (2)
22.333333333333332,Capsicum,9.43,Friday,False,7 Colour Pepper (2)
3.8461538461538463,Capsicum,9.43,Friday,False,Xiaozhoupi (Bag)
4.9,Capsicum,9.43,Friday,False,Green Line Pepper (Bag)
4.3375,Capsicum,9.43,Friday,False,Red Hang Pepper (Bag)
27.914285714285715,Aquatic Tuberous Vegetables,9.43,Friday,False,High Melon (2)
5.900000000000001,Capsicum,9.43,Friday,False,Luosi Pepper (Bag)
3.6,Capsicum,9.43,Friday,False,Ginger And Xiaomijiao Mix (Small Bag)
2.814285714285714,Flower/Leaf Vegetables,9.43,Friday,False,Cabbage Stem (Bag)
17.1,Edible Mushroom,9.43,Friday,False,Needle Mushroom (2)
11.8,Edible Mushroom,9.43,Friday,False,Apricot Bao Mushroom (2)
7.46625,Cabbage,9.43,Friday,False,Zhijiang Qinggengsanhua
2.5,Flower/Leaf Vegetables,9.43,Friday,False,Xiaoqingcai (Bag)
19.8,Capsicum,9.43,Friday,False,Red Pepper (2)
7.6,Aquatic Tuberous Vegetables,9.43,Friday,False,Net Lotus Root (3)
6.0,Flower/Leaf Vegetables,15.61,Friday,False,Huangbaicai (2)
3.609090909090909,Edible Mushroom,0.45,Friday,False,Needle Mushroom (Box)
3.011111111111111,Edible Mushroom,9.43,Friday,False,Jigu (Bag)
7.200000000000001,Flower/Leaf Vegetables,9.43,Friday,False,Huangxincai (2)
3.6714285714285713,Capsicum,9.43,Friday,False,Green Hot Peppers (Bag)
4.1,Flower/Leaf Vegetables,9.43,Friday,False,Yuxingcao (Bag)
2.0,Edible Mushroom,9.43,Friday,False,Fresh Edible Fungus (Bag)
4.0,Flower/Leaf Vegetables,13.62,Friday,False,Zhuyecai
19.8,Flower/Leaf Vegetables,7.59,Friday,False,Chinese Cabbage
5.0,Flower/Leaf Vegetables,6.27,Friday,False,Garden Chrysanthemum
5.2,Flower/Leaf Vegetables,7.61,Friday,False,Muercai
18.0,Edible Mushroom,13.82,Friday,False,Xixia Mushroom (1)
12.0,Cabbage,9.26,Friday,False,Broccoli
6.0,Aquatic Tuberous Vegetables,5.54,Friday,False,Net Lotus Root (1)
12.0,Flower/Leaf Vegetables,18.51,Friday,False,Spinach
18.0,Aquatic Tuberous Vegetables,29.25,Friday,False,High Melon (1)
4.0,Flower/Leaf Vegetables,8.42,Friday,False,Hongshujian
3.344444444444445,Capsicum,9.43,Friday,False,Millet Pepper (Bag)
9.2,Flower/Leaf Vegetables,9.43,Friday,False,Sweet Chinese Cabbage
12.0,Capsicum,5.7,Friday,False,Wuhu Green Pepper (1)
