Date,Item Code,Quantity Sold (kilo),Unit Selling Price (RMB/gram),Item Name_x,Category Code,Category Name,Wholesale Price (RMB/kg),Item Name_y,Weekday,IsWeekend,Loss Rate (%)_entropy
2020-12-03,102900005115984,3.693,0.004,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,2.56,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_3.9602516871512004
2020-09-22,102900011012871,0.482,0.116,Black Chicken  Mushroom,1010801,Edible Mushroom,65.41,Black Chicken  Mushroom,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.03_0.945862296894208
2020-11-08,102900005123880,0.685,0.012,Bell Pepper (1),1011010504,Capsicum,6.7,Bell Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.33_0.5516218660518063
2021-04-22,102900011002414,0.895,0.016,Panax Notoginseng,1011010101,Flower/Leaf Vegetables,6.12,Panax Notoginseng,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,16.95_1.5003322653457931
2021-04-11,949711300068,5,0.0029,Needle Mushroom (Bag) (3),1011010801,Edible Mushroom,1.67,Needle Mushroom (Bag) (3),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_8.549707031558935
2020-12-04,102900005115748,1.488,0.006,White Caitai,1011010101,Flower/Leaf Vegetables,3.41,White Caitai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.78_2.6386538006192666
2021-10-01,102900005115908,9.335,0.01,Caixin,1011010101,Flower/Leaf Vegetables,6.24,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_11.619495899454705
2021-1-1,102900005115250,29.017,0.0218,Xixia Black Mushroom (1),1011010801,Edible Mushroom,14,Xixia Black Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.8_7.872789749380196
2020-12-17,102900005116714,11.228,0.008,missing,1010201,Cabbage,5.3,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_23.697833011775607
2020-12-30,102900005115885,0.743,0.0198,Caidian Quinoa Artemisia,1010101,Flower/Leaf Vegetables,16.19,Caidian Quinoa Artemisia,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.47_-0.1299352006161828
2021-03-05,102900011012994,6,0.0049,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.68,Apricot Bao Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.03_-3.0114710857337066
2021-10-28,900011029176,2.157,0.012,Lameizi,1011010504,Capsicum,6.94,Lameizi,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_3.909720643277203
2020-09-02,102900011008522,17.995,0.008,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.4,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_6.88596075643154
2020-07-20,102900011001806,5,0.00574,Jigu Mushroom (Bunch),1011010801,Edible Mushroom,3.13,Jigu Mushroom (Bunch),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.42_5.426060681718691
2021-08-29,102900011012994,2,0.0049,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.8,Apricot Bao Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.03_3.839449155224812
2021-02-05,102900005118831,8,0.0068,Wawacai,1011010101,Flower/Leaf Vegetables,3.75,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_1.1275094711209794
2021-09-04,900011006948,5.221,0.0236,Foreign Garland Chrysanthemum,1011010101,Flower/Leaf Vegetables,13.4,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_-0.076102252774783
2021-04-18,102900011011546,1,0.0039,Haixian Mushroom (Bag) (1),1011010801,Edible Mushroom,1,Haixian Mushroom (Bag) (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.96_2.0205141487074156
2021-10-12,102900005115878,8.983,0.006,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,6.44,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_22.792942505563346
2020-12-19,102900011021842,29,0.0099,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.5,Honghu Lotus Root Powder (Fenou),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.81_3.3047410519673974
2020-12-25,102900005115878,6.609,0.007,Garden Chrysanthemum,1011010101,Flower/Leaf Vegetables,4.28,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_-4.609748297948585
2020-12-26,102900005116233,5.28,0.018,Red Pepper (1),1011010504,Capsicum,12.36,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_7.812509661452028
2021-11-12,102900011006689,1.056,0.006,missing,1011010101,Flower/Leaf Vegetables,3.15,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_1.0940091158974607
2021-12-07,102900005116899,25.907,0.007,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,4.8,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_-15.41504085831301
2021-02-03,900005118831,5,0.0068,Wawacai,1011010101,Flower/Leaf Vegetables,3.75,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_3.210503694287894
2021-12-23,102900011009970,0.705,0.006,Qinggengsanhua,1011010201,Cabbage,3.13,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_0.99690370020503
2021-04-19,106958851400125,3,0.0039,Haixian Mushroom (Bag) (4),1011010801,Edible Mushroom,1.98,Haixian Mushroom (Bag) (4),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_5.278588974358351
2021-02-22,102900005116714,17.647,0.008,Broccoli,1011010201,Cabbage,4.95,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_13.906122220517032
2021-07-17,900011027479,0.263,0.008,Xiaozhoupi,1011010504,Capsicum,4.78,Xiaozhoupi,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.71_0.6478353884492731
2021-09-07,102900011008522,22.86,0.007,Sweet Chinese Cabbage,1010101,Flower/Leaf Vegetables,4.68,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_23.18692796990764
2020-10-10,102900051010455,6.023,0.01,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.81,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_-1.9640299739918028
2020-10-23,102900005118831,35,0.0049,Wawacai,1011010101,Flower/Leaf Vegetables,3.31,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_-33.390958899886314
2021-08-06,102900011006948,3.903,-0.0216,Foreign Garland Chrysanthemum,1011010101,Flower/Leaf Vegetables,13.63,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_-0.11812721499511758
2021-06-28,900005115793,2.76,0.014,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,9.24,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.59_1.5652832635608986
2021-05-07,102900011008164,10.001,0.0016,Naibaicai,1011010101,Flower/Leaf Vegetables,1,Naibaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.68_1.9099244471224228
2021-03-10,102900005115984,20.889,0.006,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.12,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_17.86957041058058
2020-07-01,102900051010455,6.549,0.009,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,4.63,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_16.593315133153055
2021-07-24,102900005115786,6.858,0.0032,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.87,Zhuyecai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.62_4.771202879923955
2021-05-23,102900011012994,8,0.0039,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,2.2,Apricot Bao Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.03_11.79785786865666
2021-12-10,102900005116233,2.895,0.014,Red Pepper (1),1011010504,Capsicum,7.99,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_3.6319939395622898
2020-10-12,102900005115960,37.42,0.003,Chinese Cabbage,1011010101,Flower/Leaf Vegetables,1.8,Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,22.27_17.096843172238486
2020-12-09,102900005119944,0.271,0.014,Haixian Mushroom (1),1011010801,Edible Mushroom,8.8,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_0.4995561002704703
2020-12-26,102900005116943,0.748,0.0498,Red Hang Pepper,1011010504,Capsicum,39.21,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_0.7905310703316045
2021-05-26,102900011009970,24.746,0.007,Qinggengsanhua,1010201,Cabbage,3.84,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_37.854627122781444
2021-07-24,102900051000463,2.369,0.008,Round Eggplant (2),1011010501,Solanum,4.08,Round Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.71_5.724853543486943
2021-12-27,102900005115878,3.334,0.004,Garden Chrysanthemum,1010101,Flower/Leaf Vegetables,1.97,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_-3.1801717881886042
2021-08-07,102900051000944,1.881,0.0276,Honghu Lotus Root,1011010402,Aquatic Tuberous Vegetables,22,Honghu Lotus Root,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,24.05_1.1245012376304573
2021-10-19,900005116226,0.54,0.008,Green Hot Peppers,1011010504,Capsicum,3.59,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.72_1.7702880292480516
2020-09-16,102900005117056,23.553,0.012,Paopaojiao (Jingpin),1011010504,Capsicum,7.33,Paopaojiao (Jingpin),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.08_26.623198092027607
2021-07-30,102900005115984,7.703,0.006,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,3.28,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_2.195499444266443
2020-12-08,102900011000328,1.176,0.016,Luosi Pepper,1011010504,Capsicum,10.14,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_-0.20980510504820438
2020-10-23,102900005118824,0.234,0.012,missing,1011010402,Aquatic Tuberous Vegetables,5.09,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_0.19992319573064063
2020-07-21,102900005116912,1.467,0.0135875,Jigu Mushroom (1),1011010801,Edible Mushroom,7.84,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_4.400471165186225
2021-04-25,102900005116943,1.087,0.014,Red Hang Pepper,1011010504,Capsicum,7.48,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_-1.630869865015318
2020-08-27,900005116912,0.976,0.016,Jigu Mushroom (1),1010801,Edible Mushroom,10.52,Jigu Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.99_0.6010042782440821
2021-12-29,102900011030615,1,0.0128,The Pork Stomach Mushroom (Box),1011010801,Edible Mushroom,10.52,The Pork Stomach Mushroom (Box),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_-1.6818295441526416
2020-07-01,102900051004294,5.51,0.014,Green Line Pepper,1011010504,Capsicum,6.81,Green Line Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.8_3.6352144308341847
2021-06-10,102900005116219,1.315,0.008,missing,1011010504,Capsicum,4,Red Hot Peppers,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.73_0.580084233986034
2021-08-22,102900051010455,31.836,0.007,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,4.1,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_78.70613262892708
2021-03-13,102900005116257,22.085,0.009,Eggplant (2),1011010501,Solanum,6.33,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_34.60913979824994
2021-05-04,900005119975,12.234,0.012,Hongshujian,1011010101,Flower/Leaf Vegetables,8.6,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_24.92119873399575
2020-09-26,102900051000463,11.869,0.005,Round Eggplant (2),1011010501,Solanum,2.76,Round Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.71_21.047607493645394
2021-10-15,102900011006689,7.619,0.006,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,3.81,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_0.35022347005129895
2021-03-09,106958851400125,12,0.0039,Haixian Mushroom (Bag) (4),1010801,Edible Mushroom,2.42,Haixian Mushroom (Bag) (4),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_-1.0620964400216621
2021-05-22,900005116943,0.965,0.014,Red Hang Pepper,1011010504,Capsicum,7.79,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_2.5592494847598717
2020-08-17,900005116943,1.219,0.0198,Red Hang Pepper,1011010504,Capsicum,7.24,Red Hang Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.99_3.0496665552882893
2021-05-18,900005115823,3.896,0.005,Shanghaiqing,1011010101,Flower/Leaf Vegetables,3.06,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_7.095411009846489
2021-10-11,102900005115779,14.299,0.008,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,4.18,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_12.079040691543101
2020-08-11,900005125808,2.418,0.012,Millet Pepper,1011010504,Capsicum,6.12,missing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_1.9178628095379302
2021-07-28,900005125808,3.151,0.014,Millet Pepper,1011010504,Capsicum,7.98,Millet Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_2.082512063298317
2021-1-1,102900051010455,4.8,0.005,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,2.8,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_7.4511707259065805
2021-04-29,102900011006689,7.787,0.003,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,1.99,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_7.325999715120496
2021-07-31,102900011006948,3.832,0.0196,Foreign Garland Chrysanthemum,1011010101,Flower/Leaf Vegetables,12.06,Foreign Garland Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,26.16_5.269102184451307
2021-1-1,102900011013274,8,0.0065,The White Mushroom (Bag),1011010801,Edible Mushroom,4.22,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_4.633249120097133
2021-08-18,102900005115984,26.346,0.006828125,Yunnan Lettuces,1011010101,Flower/Leaf Vegetables,4.25,Yunnan Lettuces,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.81_12.438490934746074
2021-10-31,102900011022764,3.661,0.014,missing,1011010501,Solanum,10.8,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_1.2014559088859502
2021-1-1,102900005118817,8.221,0.008,Spinach,1011010101,Flower/Leaf Vegetables,5.47,Spinach,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,18.51_8.684024712984492
2020-11-18,102900005116547,6.769,0.005,Needle Mushroom (1),1011010801,Edible Mushroom,3,Needle Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,3.43_9.919347544675194
2021-11-04,102900051010455,1.135,0.008,Huangbaicai (2),1011010101,Flower/Leaf Vegetables,5.66,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_0.5467967366783022
2021-09-01,102900011022764,7.509,0.01,Changxianqie,1011010501,Solanum,6.33,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_12.531488926860312
2021-09-13,102900005115946,2.58,0.014,Muercai,1011010101,Flower/Leaf Vegetables,5.54,Muercai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.61_4.913263517783893
2021-06-09,900051010790,0.335,0.012,Purple Beicai,1011010101,Flower/Leaf Vegetables,6.1,Purple Beicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,19.58_0.053080637029229105
2021-09-01,102900005119098,2.633,0.0258,missing,1011010801,Edible Mushroom,13.52,The Agaricus Bisporus,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.78_0.8871181855081867
2021-1-1,102900005116233,4.034,0.018,Red Pepper (1),1011010504,Capsicum,11.05,Red Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.76_8.682792710935527
2021-1-1,102900011008164,1.441,0.008,Naibaicai,1011010101,Flower/Leaf Vegetables,4.73,Naibaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.68_0.9389875103874408
2021-02-05,102900011022764,8.605,0.016,Changxianqie,1011010501,Solanum,10.43,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_14.014658359907498
2021-02-25,102900005118831,11,0.0079,Wawacai,1011010101,Flower/Leaf Vegetables,4.76,Wawacai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,2.48_30.31284152608635
2021-08-08,102900011022764,9.434,0.005,Changxianqie,1011010501,Solanum,3.37,Changxianqie,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.9_25.489487314911813
2021-06-05,102900005115908,7.513,0.0046,Caixin,1011010101,Flower/Leaf Vegetables,2.6,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_14.818077001882681
2020-07-03,102900011006689,3.478,0.01,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,6.88,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_8.874741203406675
2020-11-04,102900011000328,2.936,0.016,Luosi Pepper,1011010504,Capsicum,10.1,Luosi Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.18_0.5692048811549029
2021-1-1,102900011012994,9,0.0059,Apricot Bao Mushroom (Bag),1011010801,Edible Mushroom,3.65,Apricot Bao Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,10.03_18.32932407407656
2021-09-28,102900005116257,9.046,0.008,Eggplant (2),1011010501,Solanum,4.47,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_18.620603527990713
2021-11-27,102900011000571,2.601,0.005,Suizhou Bubble Green,1011010101,Flower/Leaf Vegetables,2.6,Suizhou Bubble Green,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,12.2_0.5632647320409143
2021-02-14,102900011009970,5.981,0.007181818182,Qinggengsanhua,1011010201,Cabbage,4.2,Qinggengsanhua,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,17.06_17.132579096831016
2021-1-1,102900005119944,1.673,0.014,Haixian Mushroom (1),1011010801,Edible Mushroom,9.9,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_2.947030531941433
2020-11-02,102900005115823,5.903,0.007,missing,1011010101,Flower/Leaf Vegetables,3.55,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_-1.0425632076186195
2021-11-13,102900011021842,2,0.0099,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7,Honghu Lotus Root Powder (Fenou),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.81_3.151564327507269
2021-1-1,102900005116714,14.912,0.01169230769,Broccoli,1011010201,Cabbage,7.79,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_4.11439262827199
2020-11-30,102900005116530,4.843,0.016,Xixia Mushroom (1),1011010801,Edible Mushroom,11,Xixia Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.82_5.828609008847336
2020-10-14,102900005115908,3.482,0.007,Caixin,1011010101,Flower/Leaf Vegetables,4,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.356649604916539
2021-07-11,102900005119975,16.712,0.004,Hongshujian,1011010101,Flower/Leaf Vegetables,2,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_-9.278576599450382
2020-11-12,102900005115878,8.427,0.003,missing,1011010101,Flower/Leaf Vegetables,1.85,Garden Chrysanthemum,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.27_13.125447818201543
2021-08-26,102900005125808,2.968,0.01,Millet Pepper,1011010504,Capsicum,6.16,Millet Pepper,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.86_1.7197698233449625
2021-09-17,102900005115946,2.718,0.006,Muercai,1011010101,Flower/Leaf Vegetables,3.27,Muercai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.61_5.9018075618627535
2021-09-28,102900051010455,5.388,0.007,Huangbaicai (2),1010101,Flower/Leaf Vegetables,4.9,Huangbaicai (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.61_1.1097210398856365
2021-03-10,102900011013274,2,0.0079,The White Mushroom (Bag),1011010801,Edible Mushroom,4.2,The White Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.57_4.55978638072826
2020-11-11,102900005125815,2.647,0.01,Apricot Bao Mushroom (1),1011010801,Edible Mushroom,6.18,Apricot Bao Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.05_-1.3570587545298558
2021-08-11,102900005115823,22.151,0.008,Shanghaiqing,1011010101,Flower/Leaf Vegetables,4.85,Shanghaiqing,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,14.43_44.026891955537565
2020-08-03,102900005115779,13.315,0.012,Yunnan Shengcai,1011010101,Flower/Leaf Vegetables,7.7,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_-3.56130613196086
2021-02-16,102900005115908,13.246,0.008,Caixin,1011010101,Flower/Leaf Vegetables,4.47,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_4.821366733035637
2020-09-12,102900005115908,10.352,0.01,Caixin,1010101,Flower/Leaf Vegetables,5.37,Caixin,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.7_10.446556925799456
2021-07-06,900005116714,31.157,0.01,Broccoli,1011010201,Cabbage,5.6,Broccoli,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.26_57.90687176022419
2021-04-16,102900005116257,6.894,0.008,Eggplant (2),1011010501,Solanum,5.39,Eggplant (2),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,6.07_4.648014897121831
2020-09-17,102900005115786,7.487,0.0034,Zhuyecai,1011010101,Flower/Leaf Vegetables,1.79,Zhuyecai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,13.62_13.071754229680248
2021-02-21,102900005119944,1.208,0.016,Haixian Mushroom (1),1011010801,Edible Mushroom,10.6,Haixian Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.89_0.008224113418373147
2021-03-25,106930274220092,2,0.0049,The Crab Flavor Mushroom (Bag),1011010801,Edible Mushroom,2.62,The Crab Flavor Mushroom (Bag),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.13_0.374356758903615
2020-08-19,102900005115779,37.437,0.008,missing,1011010101,Flower/Leaf Vegetables,5.38,Yunnan Shengcai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.25_26.268308033268426
2020-09-24,102900005119975,6.533,0.004,Hongshujian,1011010101,Flower/Leaf Vegetables,2,Hongshujian,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,8.42_8.464598415374459
2021-1-1,102900005122654,16.065,0.01,Zhijiang Red Bolt,1011010101,Flower/Leaf Vegetables,7.76,Zhijiang Red Bolt,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.38_23.208199051644634
2020-12-18,900011021842,17,0.0099,Honghu Lotus Root Powder (Fenou),1011010402,Aquatic Tuberous Vegetables,7.5,Honghu Lotus Root Powder (Fenou),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,11.81_46.483803367503
2021-1-1,102900011009246,0.543,0.014,Fresh Black Fungus (1),1011010801,Edible Mushroom,7.33,Fresh Black Fungus (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,7.63_0.8705610619973491
2020-10-25,102900011006689,8.589,0.0056,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,3.27,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_8.11865422351942
2021-05-06,900005116899,4.789,0.01,Net Lotus Root (1),1011010402,Aquatic Tuberous Vegetables,7.2,Net Lotus Root (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.54_7.9519242151600835
2020-07-24,102900005117209,0.495,0.0175,7 Colour Pepper (1),1011010504,Capsicum,11.61,7 Colour Pepper (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,15.98_0.30457926070766606
2021-12-17,102900011029176,1.961,0.016,Lameizi,1011010504,Capsicum,8.72,Lameizi,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,0.0_2.379909781354989
2021-10-21,900011006689,3.493,0.007,Dongmenkou Xiaobaicai,1011010101,Flower/Leaf Vegetables,4.19,Dongmenkou Xiaobaicai,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,27.84_2.039905890392065
2021-09-21,102900011008522,15.427,0.008,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.78,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_9.094111680926762
2021-03-31,102900005116547,5.101,0.005,Needle Mushroom (1),1011010801,Edible Mushroom,2.64,Needle Mushroom (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,3.43_3.692366720384836
2020-10-23,102900011008522,2.656,0.01,Sweet Chinese Cabbage,1011010101,Flower/Leaf Vegetables,4.81,Sweet Chinese Cabbage,It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,9.43_0.9269314078500723
2021-07-01,102900005118824,4.162,0.008,High Melon (1),1011010402,Aquatic Tuberous Vegetables,4.15,High Melon (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,29.25_11.644766103804738
2020-10-27,102900005116509,3.093,0.005,missing,1011010501,Solanum,4.59,Green Eggplant (1),It would be so helpful to know the weekday,It would be so helpful to know if IsWeekend,5.01_5.5599277335448
